employee_id,name,email,age,gender,hire_date,tenure_years,salary,satisfaction,department,attrition_probability
2356,Employee 2356,emp2356@example.com,46,F,2020-02-26,5.27,856897,0.859,Support,0.11564451336428122
2357,Employee 2357,emp2357@example.com,57,M,2015-02-04,0.93,825760,0.675,Engineering,0.10337876992735809
2358,Employee 2358,emp2358@example.com,58,M,2018-10-16,6.6,1027003,0.297,Finance,0.23361592355017272
2359,Employee 2359,emp2359@example.com,41,F,2017-08-29,2.72,372216,0.469,Sales,0.05271190154037813
2360,Employee 2360,emp2360@example.com,59,M,2019-11-01,2.52,824086,0.551,Support,0.1390982104765159
2361,Employee 2361,emp2361@example.com,41,F,2021-06-09,0.53,925956,0.168,Support,0.09932575472618901
2362,Employee 2362,emp2362@example.com,30,M,2022-07-16,0.22,913852,0.147,Engineering,0.27108498788735924
2363,Employee 2363,emp2363@example.com,58,M,2020-02-07,2.41,1473165,0.26,Product,0.12321366755281148
2364,Employee 2364,emp2364@example.com,24,M,2017-12-19,1.89,1258641,0.607,Sales,0.05109604390251852
2365,Employee 2365,emp2365@example.com,40,F,2018-06-05,0.38,1217558,0.856,Product,0.26106124457484153
2366,Employee 2366,emp2366@example.com,37,F,2018-04-06,5.42,1012252,0.638,Sales,0.1538838919579802
2367,Employee 2367,emp2367@example.com,27,Other,2019-10-01,1.62,222871,0.655,Support,0.023758831720665938
2368,Employee 2368,emp2368@example.com,24,F,2017-07-03,0.91,1035757,0.785,Support,0.5786382505724831
2369,Employee 2369,emp2369@example.com,49,F,2018-03-02,4.66,433688,0.483,HR,0.08179928509245145
2370,Employee 2370,emp2370@example.com,34,M,2021-11-23,7.33,481805,0.921,HR,0.27199766462141445
2371,Employee 2371,emp2371@example.com,23,M,2014-06-21,1.1,375426,0.203,Sales,0.06478099799439978
2372,Employee 2372,emp2372@example.com,44,M,2015-08-18,4.49,478057,0.476,Support,0.010331362273940702
2373,Employee 2373,emp2373@example.com,57,M,2019-10-04,3.17,944831,0.668,Sales,0.370412235766142
2374,Employee 2374,emp2374@example.com,36,M,2021-06-20,13.73,1333574,0.504,Finance,0.015271486949868157
2375,Employee 2375,emp2375@example.com,24,M,2014-11-25,0.68,787014,0.547,HR,0.17519578607998015
2376,Employee 2376,emp2376@example.com,44,M,2022-11-12,9.71,647097,0.206,Support,0.007337676839148986
2377,Employee 2377,emp2377@example.com,54,M,2014-12-28,1.14,824291,0.733,Finance,0.08288489313736246
2378,Employee 2378,emp2378@example.com,50,M,2014-08-11,1.59,517964,0.246,Product,0.2745144777005448
2379,Employee 2379,emp2379@example.com,38,F,2023-07-27,1.33,1005907,0.602,HR,0.028284730076362927
2380,Employee 2380,emp2380@example.com,39,F,2023-12-19,0.94,678920,0.46,Finance,0.36248610185596425
2381,Employee 2381,emp2381@example.com,51,M,2015-06-03,3.54,1362988,0.088,Engineering,0.22037577114813423
2382,Employee 2382,emp2382@example.com,39,M,2014-11-04,2.67,1092256,0.507,Product,0.0874888911142285
2383,Employee 2383,emp2383@example.com,39,M,2015-01-24,1.09,722812,0.723,HR,0.23283203691692828
2384,Employee 2384,emp2384@example.com,42,F,2017-01-11,0.43,757948,0.169,Engineering,0.3267163436807515
2385,Employee 2385,emp2385@example.com,44,M,2020-02-28,1.15,1464997,0.335,Sales,0.041778520173102525
2386,Employee 2386,emp2386@example.com,32,F,2021-02-10,1.44,681881,0.831,Engineering,0.14205459925125397
2387,Employee 2387,emp2387@example.com,50,M,2014-05-31,1.44,295839,0.416,Sales,0.1609106410973465
2388,Employee 2388,emp2388@example.com,58,M,2022-10-24,1.33,685943,0.302,Sales,0.12440379984109143
2389,Employee 2389,emp2389@example.com,51,M,2014-06-27,0.15,811547,0.841,Sales,0.10225931573250588
2390,Employee 2390,emp2390@example.com,56,M,2018-05-25,1.87,651111,0.441,Sales,0.0867603858905931
2391,Employee 2391,emp2391@example.com,39,F,2018-01-17,5.43,575120,0.435,Product,0.2695906539540268
2392,Employee 2392,emp2392@example.com,56,F,2016-03-17,0.6,515710,0.63,Support,0.461901507055338
2393,Employee 2393,emp2393@example.com,50,F,2023-11-21,0.47,871672,0.476,Sales,0.1996503023937884
2394,Employee 2394,emp2394@example.com,53,F,2018-12-19,1.92,298039,0.274,Sales,0.17971751446487796
2395,Employee 2395,emp2395@example.com,38,F,2019-08-26,1.39,360472,0.254,Sales,0.2920644521429409
2396,Employee 2396,emp2396@example.com,48,F,2022-07-30,2.47,1397209,0.384,HR,0.251432289521053
2397,Employee 2397,emp2397@example.com,31,M,2019-01-08,8.82,1162910,0.603,Support,0.32350090045232227
2398,Employee 2398,emp2398@example.com,53,M,2016-04-24,4.29,1335677,0.196,Finance,0.04661031203092295
2399,Employee 2399,emp2399@example.com,37,M,2017-03-22,3.49,229621,0.606,Engineering,0.19572772273628647
2400,Employee 2400,emp2400@example.com,26,F,2015-12-15,1.61,1169967,0.519,Engineering,0.12611762295955806
2401,Employee 2401,emp2401@example.com,24,M,2017-12-24,1.02,602953,0.307,Finance,0.1904826754676613
2402,Employee 2402,emp2402@example.com,40,F,2017-09-18,2.33,232035,0.745,Product,0.15033891840769795
2403,Employee 2403,emp2403@example.com,47,M,2017-11-04,6.5,1360833,0.586,Sales,0.09283832631142361
2404,Employee 2404,emp2404@example.com,35,F,2018-01-27,6.28,1231227,0.509,Support,0.2477057935552369
2405,Employee 2405,emp2405@example.com,26,M,2017-12-10,1.77,1323800,0.627,Support,0.24716888383441785
2406,Employee 2406,emp2406@example.com,34,M,2016-01-11,0.85,212974,0.235,HR,0.09039679795143306
2407,Employee 2407,emp2407@example.com,31,F,2021-09-04,0.77,224648,0.486,Engineering,0.27822663981504897
2408,Employee 2408,emp2408@example.com,59,M,2015-07-29,0.1,631342,0.378,Finance,0.10793416617586624
2409,Employee 2409,emp2409@example.com,29,Other,2016-07-21,5.55,1205983,0.445,Sales,0.4577348564444892
2410,Employee 2410,emp2410@example.com,46,M,2016-07-27,0.92,228612,0.091,Engineering,0.12734234198679534
2411,Employee 2411,emp2411@example.com,36,M,2014-11-01,1.33,708994,0.426,Engineering,0.006867969563070696
2412,Employee 2412,emp2412@example.com,25,F,2020-03-12,4.97,607799,0.659,Engineering,0.19497972586039586
2413,Employee 2413,emp2413@example.com,30,F,2016-11-10,0.38,882051,0.378,Sales,0.19766791545616458
2414,Employee 2414,emp2414@example.com,23,M,2021-08-31,1.86,280994,0.881,Product,0.19752473837774712
2415,Employee 2415,emp2415@example.com,33,F,2022-09-13,0.39,830671,0.476,Finance,0.13710517263464256
2416,Employee 2416,emp2416@example.com,50,F,2016-07-03,1.75,307083,0.78,Support,0.055136744111450614
2417,Employee 2417,emp2417@example.com,26,F,2018-12-22,0.14,498561,0.46,Support,0.15331625224215867
2418,Employee 2418,emp2418@example.com,37,M,2019-10-22,2.19,1080160,0.668,Support,0.004825154625709843
2419,Employee 2419,emp2419@example.com,39,M,2018-04-24,4.76,411724,0.425,Finance,0.28728638238744225
2420,Employee 2420,emp2420@example.com,55,F,2019-03-06,3.38,318297,0.26,Engineering,0.2630718314633463
2421,Employee 2421,emp2421@example.com,46,F,2022-06-09,2.13,332876,0.635,Support,0.23326514831667483
2422,Employee 2422,emp2422@example.com,25,F,2019-05-11,5.29,278147,0.516,Support,0.2601817900621972
2423,Employee 2423,emp2423@example.com,49,M,2021-03-30,0.78,657760,0.755,Product,0.34668747311954
2424,Employee 2424,emp2424@example.com,57,M,2016-10-28,5.33,1034309,0.594,Product,0.20328019200382197
2425,Employee 2425,emp2425@example.com,40,F,2017-03-24,0.97,1160160,0.284,Sales,0.367772752007914
2426,Employee 2426,emp2426@example.com,41,M,2016-10-06,1.35,515535,0.639,Finance,0.27111303431606254
2427,Employee 2427,emp2427@example.com,30,M,2019-11-23,0.41,213229,0.177,Support,0.13440037402705696
2428,Employee 2428,emp2428@example.com,25,M,2018-01-24,0.32,1144791,0.258,Engineering,0.300490744859473
2429,Employee 2429,emp2429@example.com,56,F,2022-11-17,8.07,1383938,0.479,Engineering,0.20540012302841826
2430,Employee 2430,emp2430@example.com,26,M,2019-06-18,0.63,555810,0.373,Product,0.06911232418669697
2431,Employee 2431,emp2431@example.com,46,F,2017-01-22,1.22,250812,0.664,HR,0.3706814649485843
2432,Employee 2432,emp2432@example.com,24,F,2023-10-28,2.26,312203,0.218,Sales,0.09888987608076073
2433,Employee 2433,emp2433@example.com,59,F,2019-02-14,1.28,893041,0.299,Product,0.58527717469836
2434,Employee 2434,emp2434@example.com,59,M,2019-09-11,6.12,1141224,0.439,Sales,0.02422249945052855
2435,Employee 2435,emp2435@example.com,55,M,2015-08-12,6.93,666102,0.286,Product,0.24615156710573724
2436,Employee 2436,emp2436@example.com,21,F,2014-05-03,1.18,831920,0.735,Product,0.15571303507637685
2437,Employee 2437,emp2437@example.com,44,F,2014-06-02,0.29,202523,0.969,Support,0.15911024495393705
2438,Employee 2438,emp2438@example.com,56,F,2017-12-09,0.71,981489,0.278,Product,0.21970725205203812
2439,Employee 2439,emp2439@example.com,26,F,2015-04-09,1.93,299964,0.532,HR,0.1547132841795662
2440,Employee 2440,emp2440@example.com,51,F,2015-07-12,1.02,600846,0.123,Finance,0.2429903106076774
2441,Employee 2441,emp2441@example.com,40,F,2014-06-29,1.81,880646,0.213,Engineering,0.27018085956764787
2442,Employee 2442,emp2442@example.com,44,M,2015-11-26,4.27,470473,0.21,Sales,0.10447495256641467
2443,Employee 2443,emp2443@example.com,45,M,2018-04-24,1.64,736040,0.284,Product,0.1313711041863158
2444,Employee 2444,emp2444@example.com,56,F,2014-05-12,0.66,1063016,0.638,Engineering,0.2446162082931887
2445,Employee 2445,emp2445@example.com,41,M,2017-10-03,1.33,764391,0.389,Product,0.19245286456868538
2446,Employee 2446,emp2446@example.com,50,F,2014-06-27,4.08,911439,0.494,Finance,0.0951314814079613
2447,Employee 2447,emp2447@example.com,44,M,2019-08-08,1.66,526423,0.582,Finance,0.07881538273377287
2448,Employee 2448,emp2448@example.com,50,F,2014-02-08,0.86,1462301,0.604,Finance,0.3785370669173152
2449,Employee 2449,emp2449@example.com,42,M,2014-06-01,1.67,1037435,0.374,Product,0.05860440215294869
2450,Employee 2450,emp2450@example.com,48,M,2014-12-25,1.82,1255096,0.593,Engineering,0.4083051939537402
2451,Employee 2451,emp2451@example.com,27,Other,2023-12-17,1.05,1045129,0.249,Finance,0.3523673910000016
2452,Employee 2452,emp2452@example.com,55,M,2017-03-22,16.34,1201941,0.516,Support,0.183561524894772
2453,Employee 2453,emp2453@example.com,48,M,2022-12-24,4.38,215106,0.093,Sales,0.16723453009141878
2454,Employee 2454,emp2454@example.com,34,M,2018-11-14,3.54,977637,0.775,HR,0.1477587399326217
2455,Employee 2455,emp2455@example.com,30,F,2016-10-19,5.79,891455,0.095,HR,0.3204638894053155
2456,Employee 2456,emp2456@example.com,36,F,2015-03-30,3.29,851222,0.234,HR,0.15636851154888617
2457,Employee 2457,emp2457@example.com,36,F,2019-07-18,4.7,1320236,0.207,HR,0.06261612220981508
2458,Employee 2458,emp2458@example.com,51,M,2022-09-17,1.6,1458615,0.093,HR,0.031699846377126584
2459,Employee 2459,emp2459@example.com,45,F,2015-08-01,2.08,1037650,0.85,HR,0.20350044798743444
2460,Employee 2460,emp2460@example.com,33,M,2017-07-24,0.14,770151,0.357,Product,0.19259396404727097
2461,Employee 2461,emp2461@example.com,26,F,2016-02-08,0.99,1494132,0.718,Engineering,0.29946687606328537
2462,Employee 2462,emp2462@example.com,29,F,2019-11-02,1.38,1347126,0.765,Sales,0.11899420397689553
2463,Employee 2463,emp2463@example.com,56,F,2020-12-27,2.95,418316,0.417,Engineering,0.08226527151759118
2464,Employee 2464,emp2464@example.com,40,F,2014-04-01,1.87,1059555,0.554,Sales,0.280283700356932
2465,Employee 2465,emp2465@example.com,38,F,2015-02-09,2.81,924034,0.456,Finance,0.0998254598766107
2466,Employee 2466,emp2466@example.com,41,F,2022-08-08,3.75,1033427,0.509,Support,0.4285232156749934
2467,Employee 2467,emp2467@example.com,24,M,2018-08-04,0.13,1473528,0.186,Support,0.06071781406677527
2468,Employee 2468,emp2468@example.com,53,F,2015-10-17,0.9,464578,0.107,Support,0.09967927369466956
2469,Employee 2469,emp2469@example.com,47,M,2020-12-18,0.56,347563,0.664,Sales,0.2010141007089657
2470,Employee 2470,emp2470@example.com,27,M,2022-09-08,0.62,876837,0.582,Product,0.1703986527175309
2471,Employee 2471,emp2471@example.com,26,M,2019-07-25,2.1,1245075,0.319,Finance,0.4624630282573049
2472,Employee 2472,emp2472@example.com,35,M,2018-04-28,4.04,246381,0.612,HR,0.25870590165229723
2473,Employee 2473,emp2473@example.com,38,M,2020-07-22,0.96,652356,0.592,Product,0.15332166759095417
2474,Employee 2474,emp2474@example.com,52,F,2023-01-14,5.22,1483178,0.295,Product,0.06184726390699462
2475,Employee 2475,emp2475@example.com,31,M,2016-11-13,6.69,404410,0.376,Engineering,0.011503038966452295
2476,Employee 2476,emp2476@example.com,40,M,2022-07-28,1.29,1392520,0.528,Engineering,0.050811093941170386
2477,Employee 2477,emp2477@example.com,44,F,2023-05-02,3.43,1324828,0.519,Finance,0.0910106313079536
2478,Employee 2478,emp2478@example.com,35,M,2015-05-18,0.37,906896,0.43,Product,0.6076986983870125
2479,Employee 2479,emp2479@example.com,27,F,2021-04-21,4.09,621323,0.459,Support,0.1262030943718207
2480,Employee 2480,emp2480@example.com,41,F,2016-10-26,0.54,475609,0.544,Finance,0.18184692144575215
2481,Employee 2481,emp2481@example.com,46,F,2023-10-08,3.49,648291,0.394,HR,0.02085321760690047
2482,Employee 2482,emp2482@example.com,34,F,2014-07-24,1.64,1122972,0.841,Support,0.34589596864515615
2483,Employee 2483,emp2483@example.com,57,M,2018-02-11,7.91,1198165,0.465,Support,0.15314014782163052
2484,Employee 2484,emp2484@example.com,41,M,2022-12-18,1.87,803901,0.266,Engineering,0.39500961579816113
2485,Employee 2485,emp2485@example.com,38,M,2018-06-25,0.09,489361,0.719,Product,0.25266505849936305
2486,Employee 2486,emp2486@example.com,25,F,2016-10-25,1.97,1029739,0.636,HR,0.43484264069339684
2487,Employee 2487,emp2487@example.com,23,M,2021-06-25,4.76,1316851,0.525,Product,0.498814251361796
2488,Employee 2488,emp2488@example.com,43,M,2015-11-28,3.12,1433623,0.135,HR,0.024128835837396008
2489,Employee 2489,emp2489@example.com,46,M,2020-07-19,10.17,672597,0.239,Sales,0.08784629026138209
2490,Employee 2490,emp2490@example.com,57,F,2017-07-29,5.56,851499,0.483,HR,0.19731974270219865
2491,Employee 2491,emp2491@example.com,44,M,2014-04-25,2.24,911552,0.205,Sales,0.1133737019740413
2492,Employee 2492,emp2492@example.com,39,Other,2022-12-15,0.69,1207901,0.371,Engineering,0.3437665106521569
2493,Employee 2493,emp2493@example.com,45,M,2021-05-02,0.01,997094,0.898,Sales,0.2028259235621489
2494,Employee 2494,emp2494@example.com,41,M,2022-11-30,11.81,1106958,0.908,Finance,0.15313052626445223
2495,Employee 2495,emp2495@example.com,32,M,2018-04-21,8.36,1120994,0.155,Support,0.22604380771989246
2496,Employee 2496,emp2496@example.com,53,F,2014-12-20,0.96,1185854,0.386,HR,0.18908199741338177
2497,Employee 2497,emp2497@example.com,24,F,2015-03-20,3.05,636165,0.841,Engineering,0.14955665942484758
2498,Employee 2498,emp2498@example.com,27,M,2015-06-08,3.92,934549,0.669,Support,0.173041466371651
2499,Employee 2499,emp2499@example.com,42,M,2022-07-01,2.59,357304,0.117,Product,0.07428174159477662
2500,Employee 2500,emp2500@example.com,53,F,2022-04-12,5.55,1240107,0.631,HR,0.43781351721132694
2501,Employee 2501,emp2501@example.com,37,M,2017-09-02,0.24,423926,0.321,HR,0.16232053747591657
2502,Employee 2502,emp2502@example.com,44,M,2015-08-10,6.8,839565,0.511,Sales,0.3383299812317716
2503,Employee 2503,emp2503@example.com,54,M,2014-05-06,1.49,896954,0.18,Sales,0.08378148715095272
2504,Employee 2504,emp2504@example.com,48,M,2014-03-07,1.97,328787,0.479,HR,0.057576844526672416
2505,Employee 2505,emp2505@example.com,59,M,2014-01-03,1.76,290319,0.167,HR,0.027386704357062853
2506,Employee 2506,emp2506@example.com,42,M,2020-07-21,2.27,1398265,0.559,Finance,0.12328185011770999
2507,Employee 2507,emp2507@example.com,37,M,2019-08-10,2.74,1143056,0.283,Product,0.21955750338151322
2508,Employee 2508,emp2508@example.com,54,F,2017-01-06,3.72,1013072,0.425,Finance,0.06743548182359829
2509,Employee 2509,emp2509@example.com,26,M,2019-06-13,2.23,421161,0.848,Finance,0.1794469314895771
2510,Employee 2510,emp2510@example.com,26,F,2014-12-06,3.46,474685,0.355,Product,0.18957910909294132
2511,Employee 2511,emp2511@example.com,54,M,2022-09-03,1.24,217354,0.356,Engineering,0.24722178501306075
2512,Employee 2512,emp2512@example.com,21,F,2021-09-30,8.28,630690,0.677,Product,0.31768537557555065
2513,Employee 2513,emp2513@example.com,30,M,2021-09-24,0.2,1297633,0.195,Engineering,0.18343723951615948
2514,Employee 2514,emp2514@example.com,41,F,2023-01-12,2.37,1083683,0.741,HR,0.06364239746413616
2515,Employee 2515,emp2515@example.com,25,M,2022-01-03,0.27,504583,0.819,Support,0.07706257668521899
2516,Employee 2516,emp2516@example.com,22,F,2022-05-30,1.75,733650,0.682,Finance,0.3801473133649269
2517,Employee 2517,emp2517@example.com,42,M,2021-12-10,0.89,213171,0.146,HR,0.17948630732255955
2518,Employee 2518,emp2518@example.com,22,M,2023-10-03,8.29,793009,0.588,Finance,0.6530229008414943
2519,Employee 2519,emp2519@example.com,30,F,2016-03-24,0.04,838333,0.615,Sales,0.5035573884545688
2520,Employee 2520,emp2520@example.com,54,F,2022-12-22,1.49,750263,0.511,Finance,0.15733502410461586
2521,Employee 2521,emp2521@example.com,36,M,2023-12-07,4.57,715030,0.702,Finance,0.2142186062766821
2522,Employee 2522,emp2522@example.com,59,F,2020-11-16,0.63,719489,0.473,Finance,0.1045760985838157
2523,Employee 2523,emp2523@example.com,42,M,2020-02-22,5.07,972423,0.118,Engineering,0.385152934831592
2524,Employee 2524,emp2524@example.com,32,M,2019-08-25,5.89,777884,0.321,Sales,0.12313770838739631
2525,Employee 2525,emp2525@example.com,44,Other,2016-02-05,3.69,281065,0.386,Engineering,0.0828081769031244
2526,Employee 2526,emp2526@example.com,58,M,2021-05-02,0.7,1287794,0.381,Product,0.18803141706420612
2527,Employee 2527,emp2527@example.com,30,F,2020-03-03,0.95,1265158,0.27,Product,0.28467645092184113
2528,Employee 2528,emp2528@example.com,55,M,2017-05-17,0.55,201147,0.345,Sales,0.6611781588212252
2529,Employee 2529,emp2529@example.com,52,F,2020-02-16,0.61,385500,0.383,Product,0.16295077483286347
2530,Employee 2530,emp2530@example.com,27,F,2022-07-07,0.11,305054,0.308,HR,0.2829071594383733
2531,Employee 2531,emp2531@example.com,41,Other,2020-04-25,5.84,1346141,0.82,Engineering,0.5179663335289708
2532,Employee 2532,emp2532@example.com,40,F,2017-02-07,2.26,794530,0.771,Finance,0.14827245198501093
2533,Employee 2533,emp2533@example.com,46,M,2017-03-13,1.19,426200,0.545,HR,0.12833465757587226
2534,Employee 2534,emp2534@example.com,24,F,2017-01-11,1.03,1082542,0.466,Finance,0.11496090489607952
2535,Employee 2535,emp2535@example.com,42,M,2023-01-11,2.36,1121539,0.608,Product,0.20881167019789743
2536,Employee 2536,emp2536@example.com,35,F,2018-12-25,1.19,1428656,0.289,Engineering,0.11798699677101403
2537,Employee 2537,emp2537@example.com,41,F,2015-02-05,5.98,1275434,0.537,Product,0.2618137945740914
2538,Employee 2538,emp2538@example.com,35,F,2022-04-28,0.71,1061885,0.608,Support,0.17134051766857417
2539,Employee 2539,emp2539@example.com,42,F,2019-09-11,6.42,426064,0.566,Support,0.3970143191041998
2540,Employee 2540,emp2540@example.com,48,M,2016-08-10,3.27,1187008,0.536,Engineering,0.2331521217992722
2541,Employee 2541,emp2541@example.com,34,F,2015-05-11,9.41,670033,0.387,Finance,0.032318707366390816
2542,Employee 2542,emp2542@example.com,47,M,2023-06-12,0.05,620220,0.555,Finance,0.09631196358750341
2543,Employee 2543,emp2543@example.com,48,F,2018-07-29,0.18,447601,0.257,Support,0.5919911295860791
2544,Employee 2544,emp2544@example.com,46,M,2020-05-15,2.08,1206711,0.483,Finance,0.03696081422093591
2545,Employee 2545,emp2545@example.com,22,F,2023-11-11,7.3,1286207,0.459,Sales,0.2931918057338313
2546,Employee 2546,emp2546@example.com,45,M,2021-01-02,3.94,869791,0.461,Product,0.002833924144405696
2547,Employee 2547,emp2547@example.com,23,F,2021-12-15,2.92,1385822,0.206,Sales,0.03813960427610605
2548,Employee 2548,emp2548@example.com,28,M,2019-12-12,0.1,284064,0.967,HR,0.4918308779067433
2549,Employee 2549,emp2549@example.com,53,F,2018-09-18,1.31,299373,0.428,Sales,0.12201489911618246
2550,Employee 2550,emp2550@example.com,55,M,2019-09-21,1.27,1275435,0.344,Finance,0.1344972805372859
2551,Employee 2551,emp2551@example.com,26,F,2018-04-28,2.34,681616,0.67,Engineering,0.05791245361026138
2552,Employee 2552,emp2552@example.com,59,M,2014-03-08,0.89,1451612,0.636,Product,0.10225616897408218
2553,Employee 2553,emp2553@example.com,43,F,2019-07-06,0.93,274496,0.495,Product,0.13437457810971307
2554,Employee 2554,emp2554@example.com,45,M,2015-08-05,2.91,1034230,0.441,Product,0.3167170656934867
2555,Employee 2555,emp2555@example.com,39,F,2019-12-25,8.68,1034074,0.511,HR,0.5029145325567554
2556,Employee 2556,emp2556@example.com,25,M,2023-12-16,3.24,1468214,0.388,Product,0.13493866754078926
2557,Employee 2557,emp2557@example.com,31,F,2016-03-11,3.31,1222543,0.232,Support,0.0498033100981488
2558,Employee 2558,emp2558@example.com,32,M,2020-08-25,12.85,393715,0.243,HR,0.21060093112083705
2559,Employee 2559,emp2559@example.com,30,M,2023-09-22,0.5,776383,0.362,Finance,0.37392739396009095
2560,Employee 2560,emp2560@example.com,28,F,2021-11-27,0.1,248394,0.674,Engineering,0.1511358894647407
2561,Employee 2561,emp2561@example.com,44,M,2018-03-22,4.11,422771,0.516,Finance,0.3488124517345866
2562,Employee 2562,emp2562@example.com,48,M,2023-07-02,1.73,1214781,0.539,Sales,0.057072716206502894
2563,Employee 2563,emp2563@example.com,56,F,2021-12-13,1.68,1207699,0.894,Product,0.06361237233366926
2564,Employee 2564,emp2564@example.com,57,Other,2023-04-12,0.77,973609,0.616,Sales,0.23534183745150072
2565,Employee 2565,emp2565@example.com,41,F,2020-07-09,2.12,747143,0.425,HR,0.05739565512088942
2566,Employee 2566,emp2566@example.com,28,M,2016-07-16,1.75,1094567,0.289,Finance,0.22909730280049265
2567,Employee 2567,emp2567@example.com,29,M,2021-01-11,1.27,1463961,0.324,Product,0.1426715777057389
2568,Employee 2568,emp2568@example.com,35,F,2021-01-18,1.75,1243354,0.601,Support,0.08374341149496356
2569,Employee 2569,emp2569@example.com,38,M,2018-11-26,1.45,746912,0.148,HR,0.026704414474780593
2570,Employee 2570,emp2570@example.com,40,F,2019-04-05,8.44,611830,0.727,Finance,0.054509828007245506
2571,Employee 2571,emp2571@example.com,26,M,2016-01-13,11.77,1096326,0.161,Finance,0.0651894094040172
2572,Employee 2572,emp2572@example.com,32,Other,2015-02-28,5.5,1047413,0.211,HR,0.23483957278455322
2573,Employee 2573,emp2573@example.com,22,F,2019-09-20,13.94,651373,0.309,Engineering,0.08497664403893657
2574,Employee 2574,emp2574@example.com,27,F,2023-06-13,0.93,1137635,0.572,Finance,0.19175395323732336
2575,Employee 2575,emp2575@example.com,36,M,2015-01-04,5.55,765908,0.366,Product,0.1514172882649682
2576,Employee 2576,emp2576@example.com,23,F,2019-03-17,1.57,1259617,0.302,Sales,0.18972806772105222
2577,Employee 2577,emp2577@example.com,23,M,2018-07-18,4.11,538297,0.433,HR,0.15302288389450328
2578,Employee 2578,emp2578@example.com,47,F,2017-10-28,0.67,1104865,0.626,Engineering,0.23657667266457838
2579,Employee 2579,emp2579@example.com,58,F,2015-08-06,5.01,1454534,0.487,Finance,0.04746602750987959
2580,Employee 2580,emp2580@example.com,53,M,2023-09-01,0.26,1447321,0.667,Sales,0.19107260161516293
2581,Employee 2581,emp2581@example.com,48,M,2020-05-02,0.95,840886,0.321,Support,0.07980278738387683
2582,Employee 2582,emp2582@example.com,21,F,2014-12-04,5.18,359312,0.539,Engineering,0.07060157105066062
2583,Employee 2583,emp2583@example.com,28,M,2021-12-09,4.12,233510,0.871,HR,0.01951848889632927
2584,Employee 2584,emp2584@example.com,57,F,2019-07-23,2.09,709220,0.328,Finance,0.25641954805323597
2585,Employee 2585,emp2585@example.com,52,M,2021-03-27,3.35,256718,0.477,Support,0.3165992855416656
2586,Employee 2586,emp2586@example.com,57,M,2014-10-05,0.62,1157953,0.69,Finance,0.5361450075514326
2587,Employee 2587,emp2587@example.com,24,F,2023-01-24,3.31,1009823,0.34,Support,0.16808142501776466
2588,Employee 2588,emp2588@example.com,50,F,2023-12-24,0.02,678941,0.601,HR,0.4794902077881061
2589,Employee 2589,emp2589@example.com,26,M,2016-05-31,5.37,1208656,0.099,Sales,0.4872018603479706
2590,Employee 2590,emp2590@example.com,39,F,2018-05-26,2.18,214295,0.814,Sales,0.15459672189240836
2591,Employee 2591,emp2591@example.com,52,F,2017-05-01,8.64,1223916,0.473,Product,0.1545888682551248
2592,Employee 2592,emp2592@example.com,29,F,2020-03-12,1.95,1033468,0.711,Finance,0.15401155009298415
2593,Employee 2593,emp2593@example.com,32,M,2020-10-07,1.7,1492973,0.424,HR,0.18321555758137825
2594,Employee 2594,emp2594@example.com,31,M,2021-01-11,1.79,1201234,0.605,Finance,0.23401921121356428
2595,Employee 2595,emp2595@example.com,36,F,2015-08-03,1.34,1158146,0.464,Product,0.041813281193489545
2596,Employee 2596,emp2596@example.com,21,F,2017-01-08,0.55,1046104,0.272,Product,0.1833432206426736
2597,Employee 2597,emp2597@example.com,41,M,2015-04-21,5.54,571656,0.378,Engineering,0.18581545918119188
2598,Employee 2598,emp2598@example.com,50,F,2015-03-15,1.48,673620,0.786,Finance,0.1091457114070473
2599,Employee 2599,emp2599@example.com,33,M,2017-04-14,2.26,618396,0.794,HR,0.3679109666570339
2600,Employee 2600,emp2600@example.com,54,M,2020-05-20,0.06,306973,0.447,Engineering,0.12778841400473018
2601,Employee 2601,emp2601@example.com,24,F,2019-01-06,0.19,1181080,0.732,Support,0.14051740514000366
2602,Employee 2602,emp2602@example.com,48,F,2017-06-20,2.73,944560,0.515,HR,0.12275653733205251
2603,Employee 2603,emp2603@example.com,58,M,2014-06-09,6.34,1221660,0.821,Product,0.3196875491237546
2604,Employee 2604,emp2604@example.com,51,F,2020-12-01,2.04,1286049,0.858,Sales,0.21624870711803043
2605,Employee 2605,emp2605@example.com,47,F,2019-12-27,0.54,986573,0.723,Sales,0.14054893470462088
2606,Employee 2606,emp2606@example.com,25,F,2014-01-02,0.37,906610,0.903,HR,0.09574325472876875
2607,Employee 2607,emp2607@example.com,45,F,2018-04-12,6.9,1049403,0.745,HR,0.2964433162147781
2608,Employee 2608,emp2608@example.com,23,M,2017-01-04,3.63,818426,0.562,Sales,0.04618646076081753
2609,Employee 2609,emp2609@example.com,53,M,2019-12-15,10.16,1417805,0.101,Engineering,0.2049867482858273
2610,Employee 2610,emp2610@example.com,24,M,2023-09-21,0.26,971334,0.499,Sales,0.20636497505064766
2611,Employee 2611,emp2611@example.com,45,F,2015-07-05,6.99,225785,0.855,Product,0.15179626408877686
2612,Employee 2612,emp2612@example.com,40,F,2014-11-22,5.61,1478759,0.579,Finance,0.05424326654381943
2613,Employee 2613,emp2613@example.com,54,M,2023-03-12,6.71,1078672,0.522,HR,0.04925865207133892
