employee_id,name,email,age,gender,hire_date,tenure_years,salary,satisfaction,department
1951,Employee 1951,emp1951@example.com,23,F,2022-04-25,8.22,657322,0.529,Sales
1952,Employee 1952,emp1952@example.com,29,F,2016-10-17,0.03,1284952,0.261,Engineering
1953,Employee 1953,emp1953@example.com,28,M,2014-06-30,0.25,245100,0.818,Finance
1954,Employee 1954,emp1954@example.com,53,M,2014-06-25,4.4,945387,0.841,Support
1955,Employee 1955,emp1955@example.com,26,F,2019-10-10,3.47,842172,0.449,Sales
1956,Employee 1956,emp1956@example.com,59,F,2016-12-11,4.84,1345175,0.262,HR
1957,Employee 1957,emp1957@example.com,24,F,2023-01-18,0.93,784680,0.087,Support
1958,Employee 1958,emp1958@example.com,33,M,2015-11-15,5.68,1341627,0.534,Support
1959,Employee 1959,emp1959@example.com,22,M,2016-09-13,1.75,1238758,0.391,Product
1960,Employee 1960,emp1960@example.com,25,M,2014-09-29,0.91,212454,0.663,Support
1961,Employee 1961,emp1961@example.com,47,M,2022-06-21,0.03,1012155,0.561,Sales
1962,Employee 1962,emp1962@example.com,52,M,2021-04-27,6.15,1497678,0.376,Support
1963,Employee 1963,emp1963@example.com,41,F,2021-10-04,2.3,1183919,0.197,Product
1964,Employee 1964,emp1964@example.com,28,F,2016-10-17,11.11,642426,0.877,Finance
1965,Employee 1965,emp1965@example.com,58,M,2023-08-24,3.76,1160961,0.502,Sales
1966,Employee 1966,emp1966@example.com,28,F,2023-02-26,0.25,1088627,0.282,Product
1967,Employee 1967,emp1967@example.com,23,M,2021-08-09,2.66,380440,0.372,Sales
1968,Employee 1968,emp1968@example.com,23,F,2018-09-25,0.05,715882,0.573,Sales
1969,Employee 1969,emp1969@example.com,42,M,2023-09-03,2.45,1488455,0.323,Engineering
1970,Employee 1970,emp1970@example.com,26,M,2018-03-03,1.29,459917,0.744,Support
1971,Employee 1971,emp1971@example.com,22,F,2015-04-11,3.09,380957,0.56,Engineering
1972,Employee 1972,emp1972@example.com,43,M,2017-03-20,2.34,746622,0.557,Finance
1973,Employee 1973,emp1973@example.com,22,M,2015-02-18,0.91,1259270,0.847,Product
1974,Employee 1974,emp1974@example.com,58,M,2022-08-16,0.53,1215786,0.191,Support
1975,Employee 1975,emp1975@example.com,37,M,2020-09-04,1.56,411808,0.794,Engineering
1976,Employee 1976,emp1976@example.com,55,M,2017-09-10,12.99,906933,0.775,Engineering
1977,Employee 1977,emp1977@example.com,54,F,2020-10-11,1.72,580209,0.198,Finance
1978,Employee 1978,emp1978@example.com,43,F,2014-02-25,4.14,1330460,0.382,HR
1979,Employee 1979,emp1979@example.com,50,F,2015-08-26,0.18,1109605,0.248,HR
1980,Employee 1980,emp1980@example.com,28,M,2021-08-25,1.43,1344980,0.271,Sales
1981,Employee 1981,emp1981@example.com,42,M,2020-02-25,2.6,1103318,0.843,Finance
1982,Employee 1982,emp1982@example.com,56,M,2022-08-06,4.17,1008109,0.688,Product
1983,Employee 1983,emp1983@example.com,25,M,2018-01-28,2.25,342532,0.302,Support
1984,Employee 1984,emp1984@example.com,33,F,2015-06-02,2.17,813789,0.514,Engineering
1985,Employee 1985,emp1985@example.com,49,M,2015-08-25,4.33,1063313,0.499,HR
1986,Employee 1986,emp1986@example.com,51,F,2017-09-12,1.13,763012,0.345,Engineering
1987,Employee 1987,emp1987@example.com,36,M,2018-08-09,0.28,275153,0.392,Sales
1988,Employee 1988,emp1988@example.com,50,M,2023-08-14,1.28,959738,0.265,Engineering
1989,Employee 1989,emp1989@example.com,36,M,2019-05-31,0.52,268108,0.698,Finance
1990,Employee 1990,emp1990@example.com,32,M,2016-08-10,10.14,1217462,0.853,Product
1991,Employee 1991,emp1991@example.com,37,M,2020-09-05,2.58,445861,0.388,Engineering
1992,Employee 1992,emp1992@example.com,36,M,2014-07-28,1.78,418900,0.231,Support
1993,Employee 1993,emp1993@example.com,32,M,2016-05-19,7.29,340995,0.311,Support
1994,Employee 1994,emp1994@example.com,28,F,2017-06-03,6.92,627345,0.303,Product
1995,Employee 1995,emp1995@example.com,40,F,2020-06-15,1.61,257676,0.66,Support
1996,Employee 1996,emp1996@example.com,23,M,2021-12-03,6.23,754470,0.81,Finance
1997,Employee 1997,emp1997@example.com,36,M,2017-06-30,0.2,704036,0.372,Sales
1998,Employee 1998,emp1998@example.com,50,F,2022-01-18,6.51,283042,0.371,Finance
1999,Employee 1999,emp1999@example.com,43,Other,2022-06-15,1.12,464101,0.282,HR
2000,Employee 2000,emp2000@example.com,48,F,2017-02-16,2.5,1225959,0.263,Sales
2001,Employee 2001,emp2001@example.com,25,M,2019-10-24,0.94,951002,0.648,Engineering
2002,Employee 2002,emp2002@example.com,40,F,2023-11-20,12.56,508153,0.132,Product
2003,Employee 2003,emp2003@example.com,21,F,2018-05-03,0.22,1180697,0.593,Sales
2004,Employee 2004,emp2004@example.com,50,M,2023-12-06,1.78,1405441,0.748,Sales
2005,Employee 2005,emp2005@example.com,41,F,2022-04-13,2.91,288618,0.463,HR
2006,Employee 2006,emp2006@example.com,40,M,2018-12-26,2.87,1304507,0.178,Engineering
2007,Employee 2007,emp2007@example.com,26,Other,2014-06-24,4.03,1233122,0.167,Support
2008,Employee 2008,emp2008@example.com,42,F,2018-01-07,3.87,628873,0.665,Sales
2009,Employee 2009,emp2009@example.com,38,F,2023-03-16,4.73,1295213,0.074,HR
2010,Employee 2010,emp2010@example.com,28,F,2019-03-08,0.8,787854,0.288,Product
2011,Employee 2011,emp2011@example.com,59,M,2016-08-29,1.39,494057,0.894,Product
2012,Employee 2012,emp2012@example.com,52,F,2015-06-02,1.44,568529,0.932,Support
2013,Employee 2013,emp2013@example.com,53,F,2016-12-26,9.36,958005,0.683,Engineering
2014,Employee 2014,emp2014@example.com,36,F,2022-11-29,1.58,1181774,0.467,Support
2015,Employee 2015,emp2015@example.com,32,F,2015-05-28,0.75,1412887,0.644,Engineering
2016,Employee 2016,emp2016@example.com,58,F,2014-05-31,3.0,253569,0.672,Engineering
2017,Employee 2017,emp2017@example.com,54,Other,2020-08-30,1.67,1193592,0.532,Product
2018,Employee 2018,emp2018@example.com,34,F,2017-02-09,0.86,240584,0.729,Finance
2019,Employee 2019,emp2019@example.com,56,F,2015-07-24,3.77,1212879,0.419,Engineering
2020,Employee 2020,emp2020@example.com,53,M,2014-04-20,0.64,333229,0.45,Finance
2021,Employee 2021,emp2021@example.com,43,F,2019-05-08,3.01,1482531,0.822,Finance
2022,Employee 2022,emp2022@example.com,22,M,2014-04-16,1.69,1496513,0.344,Engineering
2023,Employee 2023,emp2023@example.com,41,M,2021-08-31,1.15,1158969,0.475,Finance
2024,Employee 2024,emp2024@example.com,22,M,2017-01-02,8.76,1042496,0.576,Finance
2025,Employee 2025,emp2025@example.com,47,F,2023-01-12,1.18,409105,0.421,Finance
2026,Employee 2026,emp2026@example.com,29,F,2023-05-28,1.28,1141995,0.764,Support
2027,Employee 2027,emp2027@example.com,21,F,2022-10-11,6.14,936900,0.172,HR
2028,Employee 2028,emp2028@example.com,31,M,2019-10-31,0.41,516962,0.734,Sales
2029,Employee 2029,emp2029@example.com,23,F,2017-10-22,0.34,281255,0.312,Engineering
2030,Employee 2030,emp2030@example.com,43,F,2018-03-13,1.0,628341,0.755,HR
2031,Employee 2031,emp2031@example.com,46,M,2019-04-09,2.69,558873,0.523,Engineering
2032,Employee 2032,emp2032@example.com,24,M,2021-02-07,1.45,1370043,0.374,Sales
2033,Employee 2033,emp2033@example.com,38,M,2016-06-27,2.81,902191,0.729,Finance
2034,Employee 2034,emp2034@example.com,26,F,2017-02-27,0.52,474772,0.175,HR
2035,Employee 2035,emp2035@example.com,55,F,2015-01-13,0.91,321859,0.173,Engineering
2036,Employee 2036,emp2036@example.com,42,M,2020-02-25,2.5,1331130,0.167,Finance
2037,Employee 2037,emp2037@example.com,35,Other,2023-08-19,0.73,857961,0.514,Product
2038,Employee 2038,emp2038@example.com,42,M,2023-10-15,1.65,1102312,0.528,HR
2039,Employee 2039,emp2039@example.com,57,M,2021-09-19,2.55,1404960,0.094,Support
2040,Employee 2040,emp2040@example.com,32,M,2022-11-13,10.91,524930,0.841,HR
2041,Employee 2041,emp2041@example.com,58,M,2020-10-20,0.25,1439050,0.651,Product
2042,Employee 2042,emp2042@example.com,38,M,2019-12-10,1.85,298911,0.117,Finance
2043,Employee 2043,emp2043@example.com,55,M,2015-10-23,1.51,829013,0.798,Sales
2044,Employee 2044,emp2044@example.com,50,F,2020-05-01,5.22,926154,0.188,Product
2045,Employee 2045,emp2045@example.com,44,M,2021-03-31,6.92,1284409,0.116,Product
2046,Employee 2046,emp2046@example.com,50,F,2016-09-29,7.13,1309669,0.724,Engineering
2047,Employee 2047,emp2047@example.com,34,F,2017-07-26,1.41,598786,0.366,HR
2048,Employee 2048,emp2048@example.com,26,M,2023-07-18,1.09,742857,0.629,Sales
2049,Employee 2049,emp2049@example.com,23,F,2016-07-14,1.79,862865,0.163,Sales
2050,Employee 2050,emp2050@example.com,36,M,2023-02-17,1.26,987611,0.817,Sales
2051,Employee 2051,emp2051@example.com,27,F,2018-01-08,3.81,1476944,0.793,HR
2052,Employee 2052,emp2052@example.com,34,F,2016-01-14,0.72,1455296,0.57,Sales
2053,Employee 2053,emp2053@example.com,29,M,2018-08-08,3.22,721476,0.143,Engineering
2054,Employee 2054,emp2054@example.com,35,F,2020-03-13,7.85,489951,0.704,Finance
2055,Employee 2055,emp2055@example.com,41,F,2015-02-02,0.99,476560,0.543,Engineering
2056,Employee 2056,emp2056@example.com,55,F,2019-12-14,3.39,1398776,0.535,Finance
2057,Employee 2057,emp2057@example.com,22,F,2016-10-19,0.46,1385126,0.907,Support
2058,Employee 2058,emp2058@example.com,47,M,2020-12-01,0.39,336870,0.751,HR
2059,Employee 2059,emp2059@example.com,22,F,2023-12-20,0.37,380429,0.556,Product
2060,Employee 2060,emp2060@example.com,55,M,2019-05-31,0.45,1329807,0.475,Product
2061,Employee 2061,emp2061@example.com,38,M,2020-10-02,0.73,939089,0.629,Sales
2062,Employee 2062,emp2062@example.com,34,M,2022-01-04,2.48,503851,0.845,Sales
2063,Employee 2063,emp2063@example.com,40,M,2021-11-01,4.37,868524,0.443,HR
2064,Employee 2064,emp2064@example.com,38,F,2015-04-09,0.41,593050,0.86,Product
2065,Employee 2065,emp2065@example.com,30,F,2023-01-17,6.12,1144709,0.752,Finance
2066,Employee 2066,emp2066@example.com,45,F,2021-11-15,5.55,246804,0.313,HR
2067,Employee 2067,emp2067@example.com,22,M,2017-07-18,3.9,1277584,0.384,Product
2068,Employee 2068,emp2068@example.com,45,F,2014-11-14,1.67,714846,0.984,Finance
2069,Employee 2069,emp2069@example.com,53,F,2014-04-12,0.0,635937,0.549,Sales
2070,Employee 2070,emp2070@example.com,56,M,2018-07-20,3.98,770124,0.714,Sales
2071,Employee 2071,emp2071@example.com,51,M,2020-05-16,6.34,802390,0.818,Product
2072,Employee 2072,emp2072@example.com,34,F,2021-04-23,1.23,448056,0.373,Finance
2073,Employee 2073,emp2073@example.com,21,F,2017-03-17,3.8,1024128,0.512,Support
2074,Employee 2074,emp2074@example.com,36,F,2023-04-20,0.19,259075,0.182,HR
2075,Employee 2075,emp2075@example.com,23,F,2020-05-03,3.71,1007965,0.075,Product
2076,Employee 2076,emp2076@example.com,55,F,2020-06-07,0.21,638795,0.814,Product
2077,Employee 2077,emp2077@example.com,26,M,2022-02-06,2.65,565003,0.331,Support
2078,Employee 2078,emp2078@example.com,45,F,2019-03-18,2.73,1037748,0.217,Support
2079,Employee 2079,emp2079@example.com,33,M,2016-01-20,1.08,427563,0.152,Engineering
2080,Employee 2080,emp2080@example.com,54,F,2017-01-07,0.25,1300601,0.3,Support
2081,Employee 2081,emp2081@example.com,28,F,2015-09-28,8.95,1020650,0.616,Engineering
2082,Employee 2082,emp2082@example.com,41,F,2014-10-29,2.3,401713,0.154,Support
2083,Employee 2083,emp2083@example.com,54,Other,2014-12-19,2.6,828228,0.608,Engineering
2084,Employee 2084,emp2084@example.com,24,M,2019-05-17,2.86,1348083,0.459,Product
2085,Employee 2085,emp2085@example.com,45,F,2018-12-21,6.65,816272,0.724,Finance
2086,Employee 2086,emp2086@example.com,35,F,2018-06-22,0.19,712395,0.186,HR
2087,Employee 2087,emp2087@example.com,24,Other,2016-04-30,6.71,1300752,0.598,HR
2088,Employee 2088,emp2088@example.com,32,F,2015-06-27,0.82,746816,0.578,Sales
2089,Employee 2089,emp2089@example.com,52,M,2023-06-30,0.24,726479,0.708,Product
2090,Employee 2090,emp2090@example.com,52,F,2023-07-01,3.21,247378,0.138,Engineering
2091,Employee 2091,emp2091@example.com,48,F,2019-12-28,11.31,1228382,0.569,HR
2092,Employee 2092,emp2092@example.com,33,M,2017-05-07,0.18,1466392,0.635,Finance
2093,Employee 2093,emp2093@example.com,51,F,2016-11-06,1.67,1441118,0.375,Finance
2094,Employee 2094,emp2094@example.com,34,F,2018-06-20,2.26,436995,0.32,Product
2095,Employee 2095,emp2095@example.com,40,F,2022-11-24,0.87,486963,0.517,Support
2096,Employee 2096,emp2096@example.com,38,M,2017-08-21,12.2,1420747,0.701,Finance
2097,Employee 2097,emp2097@example.com,49,F,2023-11-23,3.07,1283792,0.441,Sales
2098,Employee 2098,emp2098@example.com,26,F,2022-01-04,5.58,561172,0.727,Product
2099,Employee 2099,emp2099@example.com,52,F,2023-07-04,1.61,1002919,0.153,Product
2100,Employee 2100,emp2100@example.com,49,M,2020-07-12,1.31,979786,0.722,Support
2101,Employee 2101,emp2101@example.com,22,M,2018-03-12,2.42,911180,0.706,Sales
2102,Employee 2102,emp2102@example.com,43,F,2015-06-03,1.71,1461031,0.401,Sales
2103,Employee 2103,emp2103@example.com,39,F,2017-04-12,3.77,1197686,0.659,Support
2104,Employee 2104,emp2104@example.com,51,M,2017-08-25,0.93,605480,0.141,Finance
2105,Employee 2105,emp2105@example.com,25,M,2017-01-05,1.79,1122337,0.365,Engineering
2106,Employee 2106,emp2106@example.com,39,M,2017-05-23,6.77,744318,0.813,HR
2107,Employee 2107,emp2107@example.com,54,F,2019-07-14,4.23,1487934,0.256,Product
2108,Employee 2108,emp2108@example.com,30,M,2018-10-28,0.55,410899,0.57,Product
2109,Employee 2109,emp2109@example.com,45,M,2015-05-07,6.54,937409,0.73,HR
2110,Employee 2110,emp2110@example.com,22,M,2021-02-18,2.67,1461009,0.297,Finance
2111,Employee 2111,emp2111@example.com,31,F,2022-10-25,3.41,984311,0.841,HR
2112,Employee 2112,emp2112@example.com,51,M,2015-06-14,1.05,584501,0.64,Engineering
2113,Employee 2113,emp2113@example.com,35,M,2014-01-11,1.75,324605,0.333,Finance
2114,Employee 2114,emp2114@example.com,29,F,2023-12-27,4.93,428376,0.828,Product
2115,Employee 2115,emp2115@example.com,43,M,2014-10-11,1.2,474880,0.216,HR
2116,Employee 2116,emp2116@example.com,39,M,2022-07-16,0.54,1406431,0.606,HR
2117,Employee 2117,emp2117@example.com,29,F,2016-09-05,1.43,499695,0.616,Finance
2118,Employee 2118,emp2118@example.com,55,M,2014-06-14,0.22,1004572,0.507,Product
2119,Employee 2119,emp2119@example.com,41,F,2020-02-28,3.8,1070679,0.442,HR
2120,Employee 2120,emp2120@example.com,29,M,2022-04-12,0.48,1399228,0.737,Sales
2121,Employee 2121,emp2121@example.com,48,F,2017-10-31,1.01,891781,0.359,HR
2122,Employee 2122,emp2122@example.com,27,M,2014-04-12,6.39,510861,0.595,HR
2123,Employee 2123,emp2123@example.com,36,F,2019-05-07,2.33,603835,0.861,Engineering
2124,Employee 2124,emp2124@example.com,36,M,2014-11-15,1.16,1261723,0.357,Engineering
2125,Employee 2125,emp2125@example.com,53,M,2022-06-11,2.38,1347294,0.416,HR
2126,Employee 2126,emp2126@example.com,24,F,2020-11-22,0.74,1015102,0.674,HR
2127,Employee 2127,emp2127@example.com,24,Other,2022-09-02,0.08,919487,0.715,Engineering
2128,Employee 2128,emp2128@example.com,59,M,2015-06-17,2.78,1080794,0.74,Sales
2129,Employee 2129,emp2129@example.com,37,F,2023-08-17,3.76,732434,0.687,Product
2130,Employee 2130,emp2130@example.com,57,M,2016-02-25,6.36,475931,0.901,Finance
2131,Employee 2131,emp2131@example.com,59,F,2016-03-09,4.43,914539,0.691,HR
2132,Employee 2132,emp2132@example.com,49,M,2021-06-18,7.84,1017976,0.674,Product
2133,Employee 2133,emp2133@example.com,56,F,2018-10-18,12.8,767316,0.42,HR
2134,Employee 2134,emp2134@example.com,58,M,2017-08-09,4.1,907382,0.754,Engineering
2135,Employee 2135,emp2135@example.com,59,M,2019-12-05,6.07,225598,0.258,Support
2136,Employee 2136,emp2136@example.com,57,M,2016-02-25,3.36,697772,0.457,HR
2137,Employee 2137,emp2137@example.com,55,M,2019-04-04,0.56,1216206,0.374,Product
2138,Employee 2138,emp2138@example.com,27,F,2023-11-12,0.6,1046695,0.58,Support
2139,Employee 2139,emp2139@example.com,47,Other,2020-11-12,0.35,744642,0.261,Finance
2140,Employee 2140,emp2140@example.com,48,F,2021-03-29,8.59,699840,0.307,Engineering
2141,Employee 2141,emp2141@example.com,42,M,2018-05-11,3.35,1246807,0.563,Sales
2142,Employee 2142,emp2142@example.com,34,M,2016-10-14,4.68,550634,0.522,HR
2143,Employee 2143,emp2143@example.com,27,F,2018-03-09,1.21,1003159,0.451,Finance
2144,Employee 2144,emp2144@example.com,57,Other,2016-07-15,1.85,954267,0.751,Product
2145,Employee 2145,emp2145@example.com,42,M,2019-02-27,0.12,1157308,0.468,Support
2146,Employee 2146,emp2146@example.com,25,F,2017-08-08,6.59,1220636,0.29,Engineering
2147,Employee 2147,emp2147@example.com,22,Other,2019-12-25,5.75,1401964,0.573,Finance
2148,Employee 2148,emp2148@example.com,47,F,2023-07-09,4.61,646619,0.414,Sales
2149,Employee 2149,emp2149@example.com,41,M,2022-07-29,0.18,1386231,0.648,HR
2150,Employee 2150,emp2150@example.com,58,M,2023-12-21,0.57,1185188,0.369,Engineering
2151,Employee 2151,emp2151@example.com,35,F,2023-04-02,1.22,1437491,0.658,Finance
2152,Employee 2152,emp2152@example.com,41,F,2017-02-18,0.92,334428,0.777,Product
2153,Employee 2153,emp2153@example.com,30,M,2020-02-10,5.47,401796,0.521,Product
2154,Employee 2154,emp2154@example.com,43,M,2021-01-21,0.65,320586,0.791,Support
2155,Employee 2155,emp2155@example.com,59,F,2019-11-28,2.28,528065,0.923,Support
2156,Employee 2156,emp2156@example.com,25,M,2015-12-30,2.54,477955,0.242,Support
2157,Employee 2157,emp2157@example.com,21,M,2023-09-16,1.66,1318345,0.625,Sales
2158,Employee 2158,emp2158@example.com,33,F,2019-07-18,0.83,1015351,0.273,Support
2159,Employee 2159,emp2159@example.com,41,F,2022-05-08,9.68,206246,0.693,HR
2160,Employee 2160,emp2160@example.com,46,F,2020-02-15,1.6,1377195,0.539,Sales
2161,Employee 2161,emp2161@example.com,41,M,2018-11-26,3.9,1315847,0.342,Finance
2162,Employee 2162,emp2162@example.com,38,F,2017-10-23,0.61,481085,0.523,Support
2163,Employee 2163,emp2163@example.com,57,F,2014-11-20,5.19,892950,0.868,Engineering
2164,Employee 2164,emp2164@example.com,52,M,2023-07-16,0.73,561626,0.78,Engineering
2165,Employee 2165,emp2165@example.com,56,F,2022-12-21,3.37,1000854,0.63,Finance
2166,Employee 2166,emp2166@example.com,37,M,2020-03-18,2.12,823471,0.855,Engineering
2167,Employee 2167,emp2167@example.com,55,M,2020-09-15,0.48,1332001,0.616,Support
2168,Employee 2168,emp2168@example.com,31,M,2023-03-02,0.08,723170,0.216,Finance
2169,Employee 2169,emp2169@example.com,41,M,2018-09-03,8.01,1106448,0.352,Support
2170,Employee 2170,emp2170@example.com,46,M,2019-06-24,0.4,1233198,0.362,Sales
2171,Employee 2171,emp2171@example.com,24,F,2019-05-27,3.66,1352177,0.602,HR
2172,Employee 2172,emp2172@example.com,54,M,2018-12-10,3.17,1186697,0.242,Product
2173,Employee 2173,emp2173@example.com,38,Other,2020-01-13,1.25,844085,0.472,Product
2174,Employee 2174,emp2174@example.com,55,F,2019-02-25,0.62,1480847,0.508,Product
2175,Employee 2175,emp2175@example.com,49,M,2018-11-23,0.59,1439864,0.248,Engineering
2176,Employee 2176,emp2176@example.com,49,M,2023-09-26,2.64,786322,0.356,Sales
2177,Employee 2177,emp2177@example.com,58,F,2014-12-25,2.38,1025696,0.29,Sales
2178,Employee 2178,emp2178@example.com,41,F,2019-11-20,6.26,1455433,0.511,Product
2179,Employee 2179,emp2179@example.com,33,M,2020-04-13,3.06,1268862,0.347,Support
2180,Employee 2180,emp2180@example.com,37,M,2017-05-22,5.13,1206634,0.357,Sales
2181,Employee 2181,emp2181@example.com,29,F,2016-02-21,0.1,1112078,0.451,Finance
2182,Employee 2182,emp2182@example.com,21,M,2023-02-16,3.34,1237058,0.532,Product
2183,Employee 2183,emp2183@example.com,22,F,2019-05-29,0.8,959018,0.266,Product
2184,Employee 2184,emp2184@example.com,49,F,2014-05-26,0.87,1040169,0.732,HR
2185,Employee 2185,emp2185@example.com,53,M,2022-10-05,3.83,1103842,0.37,Product
2186,Employee 2186,emp2186@example.com,30,M,2023-05-27,4.73,392986,0.606,Engineering
2187,Employee 2187,emp2187@example.com,41,M,2023-12-01,1.39,647044,0.504,Support
2188,Employee 2188,emp2188@example.com,48,F,2023-07-17,4.68,390256,0.138,Finance
2189,Employee 2189,emp2189@example.com,31,M,2018-09-14,1.76,846624,0.415,Sales
2190,Employee 2190,emp2190@example.com,54,M,2014-11-29,5.85,1296139,0.38,Support
2191,Employee 2191,emp2191@example.com,28,F,2019-10-07,0.08,890089,0.184,Engineering
2192,Employee 2192,emp2192@example.com,42,M,2017-02-21,0.26,1107688,0.392,Finance
2193,Employee 2193,emp2193@example.com,28,F,2020-05-03,4.49,1482814,0.303,Support
2194,Employee 2194,emp2194@example.com,35,F,2023-09-20,2.94,851769,0.577,Support
2195,Employee 2195,emp2195@example.com,37,M,2023-11-01,2.46,546739,0.688,HR
2196,Employee 2196,emp2196@example.com,43,F,2023-03-30,2.86,480467,0.572,Product
2197,Employee 2197,emp2197@example.com,44,F,2017-01-14,7.99,249165,0.215,Sales
2198,Employee 2198,emp2198@example.com,39,M,2018-03-10,3.2,835606,0.751,Support
2199,Employee 2199,emp2199@example.com,25,M,2018-05-17,3.13,1116572,0.368,Product
2200,Employee 2200,emp2200@example.com,52,M,2021-04-11,4.27,719154,0.588,Engineering
2201,Employee 2201,emp2201@example.com,21,F,2015-06-26,6.04,315433,0.744,Product
2202,Employee 2202,emp2202@example.com,43,M,2021-12-12,0.91,968179,0.797,Finance
2203,Employee 2203,emp2203@example.com,57,Other,2019-03-12,2.88,1488154,0.773,Product
2204,Employee 2204,emp2204@example.com,28,F,2014-03-09,2.63,1406837,0.441,Product
2205,Employee 2205,emp2205@example.com,33,M,2021-04-01,0.43,1449754,0.458,HR
2206,Employee 2206,emp2206@example.com,28,F,2014-11-06,2.2,961373,0.484,Product
2207,Employee 2207,emp2207@example.com,43,M,2015-04-16,0.22,1415362,0.559,HR
2208,Employee 2208,emp2208@example.com,21,F,2015-01-01,0.61,311115,0.161,Engineering
2209,Employee 2209,emp2209@example.com,44,F,2016-05-12,7.32,498094,0.821,HR
2210,Employee 2210,emp2210@example.com,55,M,2017-09-07,0.38,351534,0.376,HR
2211,Employee 2211,emp2211@example.com,44,M,2021-11-21,2.59,1021107,0.429,Engineering
2212,Employee 2212,emp2212@example.com,37,F,2020-10-30,1.17,1154263,0.404,HR
2213,Employee 2213,emp2213@example.com,25,F,2023-02-10,2.43,447407,0.932,Product
2214,Employee 2214,emp2214@example.com,40,F,2021-09-19,0.8,1021863,0.58,Engineering
2215,Employee 2215,emp2215@example.com,41,M,2022-06-23,1.76,478856,0.248,Engineering
2216,Employee 2216,emp2216@example.com,51,M,2017-08-11,6.06,1244713,0.69,HR
2217,Employee 2217,emp2217@example.com,56,M,2023-08-22,1.42,769484,0.374,HR
2218,Employee 2218,emp2218@example.com,31,F,2018-09-13,1.31,402208,0.168,Finance
2219,Employee 2219,emp2219@example.com,35,M,2018-06-15,1.77,1430966,0.599,Engineering
2220,Employee 2220,emp2220@example.com,39,M,2015-02-21,0.32,659133,0.734,Sales
2221,Employee 2221,emp2221@example.com,27,F,2021-08-01,1.47,932680,0.713,Product
2222,Employee 2222,emp2222@example.com,48,F,2016-04-04,0.02,1329136,0.853,Support
2223,Employee 2223,emp2223@example.com,25,M,2016-05-01,2.1,864985,0.024,Support
2224,Employee 2224,emp2224@example.com,25,M,2022-04-07,5.65,646512,0.362,HR
2225,Employee 2225,emp2225@example.com,50,F,2022-02-01,2.41,1027308,0.62,Support
2226,Employee 2226,emp2226@example.com,52,M,2023-07-28,2.81,293553,0.865,Engineering
2227,Employee 2227,emp2227@example.com,28,M,2017-11-07,0.09,1326548,0.452,Engineering
2228,Employee 2228,emp2228@example.com,30,M,2023-08-14,5.89,1255323,0.799,Product
2229,Employee 2229,emp2229@example.com,58,F,2018-09-21,1.46,1005015,0.252,Engineering
2230,Employee 2230,emp2230@example.com,52,F,2023-02-19,11.05,235497,0.828,Sales
2231,Employee 2231,emp2231@example.com,48,M,2019-11-26,0.39,274323,0.829,Finance
2232,Employee 2232,emp2232@example.com,37,M,2022-03-18,8.68,203910,0.7,Product
2233,Employee 2233,emp2233@example.com,51,F,2020-10-13,3.02,301800,0.306,Sales
2234,Employee 2234,emp2234@example.com,28,Other,2023-01-21,0.16,367640,0.312,Engineering
2235,Employee 2235,emp2235@example.com,45,F,2022-03-19,10.69,863522,0.064,Engineering
2236,Employee 2236,emp2236@example.com,29,Other,2022-08-03,0.04,448396,0.924,HR
2237,Employee 2237,emp2237@example.com,22,F,2018-02-23,3.94,276798,0.629,Product
2238,Employee 2238,emp2238@example.com,35,F,2016-11-03,6.61,1411946,0.348,Finance
2239,Employee 2239,emp2239@example.com,23,M,2014-03-29,0.58,1153095,0.735,HR
2240,Employee 2240,emp2240@example.com,56,M,2021-03-20,1.26,1086228,0.656,Support
2241,Employee 2241,emp2241@example.com,24,M,2017-04-22,2.47,1278846,0.476,Engineering
2242,Employee 2242,emp2242@example.com,34,F,2023-10-04,3.42,940596,0.43,Finance
2243,Employee 2243,emp2243@example.com,45,F,2014-05-05,6.16,1238967,0.731,Product
2244,Employee 2244,emp2244@example.com,30,F,2021-06-11,4.29,777342,0.584,Sales
2245,Employee 2245,emp2245@example.com,41,M,2020-08-25,1.35,439877,0.184,Finance
2246,Employee 2246,emp2246@example.com,56,M,2018-05-06,5.17,827529,0.405,HR
2247,Employee 2247,emp2247@example.com,32,M,2022-07-31,10.15,543536,0.596,Sales
2248,Employee 2248,emp2248@example.com,47,M,2017-09-03,0.77,409971,0.55,Sales
2249,Employee 2249,emp2249@example.com,22,F,2015-05-04,0.23,679720,0.429,Finance
2250,Employee 2250,emp2250@example.com,33,F,2020-10-12,1.67,213683,0.708,Support
2251,Employee 2251,emp2251@example.com,52,M,2016-06-07,6.4,239162,0.038,Finance
2252,Employee 2252,emp2252@example.com,51,M,2015-03-24,0.49,239225,0.343,HR
2253,Employee 2253,emp2253@example.com,36,F,2015-12-30,6.51,498208,0.326,Finance
2254,Employee 2254,emp2254@example.com,52,M,2021-08-10,14.57,1336280,0.497,Product
2255,Employee 2255,emp2255@example.com,52,F,2015-08-09,0.17,539464,0.455,Sales
2256,Employee 2256,emp2256@example.com,54,M,2015-02-03,2.05,886832,0.324,Sales
2257,Employee 2257,emp2257@example.com,31,M,2015-05-07,1.2,455475,0.602,HR
2258,Employee 2258,emp2258@example.com,30,M,2016-02-14,1.5,355620,0.677,Finance
2259,Employee 2259,emp2259@example.com,35,M,2022-11-18,1.8,293667,0.16,Support
