employee_id,name,email,age,gender,hire_date,tenure_years,salary,satisfaction,last_review_score,attrition,skills,education,department,role,promotions,resume_file,skills_list,num_skills,salary_clipped,tenure_months,recent_review_scaled,low_satisfaction_flag,department_clean
4203,Amber Smith DVM,ambersmithdvm4203@example.com,42,M,2020-09-30,5.18,273510,0.207,2.22,0,pytorch|management|excel|communication|spark|scikit-learn|powerbi|nlp,BSc,Sales,Senior Engineer,0,resumes/resume_4203.txt,"['pytorch', 'management', 'excel', 'communication', 'spark', 'scikit-learn', 'powerbi', 'nlp']",8,273510.0,62.2,0.30500000000000005,1,Sales
7508,Donna Fields,donnafields7508@example.com,25,Other,2022-04-01,3.68,650349,0.679,3.04,0,react|pytorch|hadoop|pandas,B.Tech,Support,Engineer,2,resumes/resume_7508.txt,"['react', 'pytorch', 'hadoop', 'pandas']",4,650349.0,44.2,0.51,0,Support
736,Mr. Johnny Lopez DDS,mr.johnnylopezdds736@example.com,29,F,2019-04-18,6.63,703672,0.426,1.25,0,communication|pandas|nlp,M.Tech,Finance,Manager,2,resumes/resume_736.txt,"['communication', 'pandas', 'nlp']",3,703672.0,79.6,0.0625,0,Finance
2068,Todd Moore,toddmoore2068@example.com,29,F,2018-02-11,7.81,784489,0.346,3.38,0,excel|aws|pytorch|sql|nlp|leadership|scikit-learn|python,B.Tech,Sales,Engineer,0,resumes/resume_2068.txt,"['excel', 'aws', 'pytorch', 'sql', 'nlp', 'leadership', 'scikit-learn', 'python']",8,784489.0,93.7,0.595,1,Sales
107,Patricia Hayes,patriciahayes107@example.com,28,M,2023-03-11,2.73,889742,0.645,4.91,1,leadership|docker|javascript|tableau|sql|powerbi|react,MSc,Product,Senior Engineer,1,resumes/resume_107.txt,"['leadership', 'docker', 'javascript', 'tableau', 'sql', 'powerbi', 'react']",7,889742.0,32.8,0.9775,0,Product
9645,Casey Lane,caseylane9645@example.com,20,Other,2021-02-12,4.81,731997,0.674,2.61,1,tensorflow|python|javascript|pytorch|hadoop|nlp|leadership,BSc,Finance,Intern,1,resumes/resume_9645.txt,"['tensorflow', 'python', 'javascript', 'pytorch', 'hadoop', 'nlp', 'leadership']",7,731997.0,57.7,0.40249999999999997,0,Finance
8895,Gail Schneider,gailschneider8895@example.com,26,F,2018-10-15,7.14,798927,0.745,1.98,0,powerbi|react|management,M.Tech,Hr,Senior Engineer,1,resumes/resume_8895.txt,"['powerbi', 'react', 'management']",3,798927.0,85.7,0.245,0,Hr
8021,Mario Fuller,mariofuller8021@example.com,24,Other,2018-07-25,7.36,634295,0.087,4.18,0,javascript|management|tableau|numpy|hadoop|pytorch|scikit-learn,BSc,Hr,Senior Engineer,0,resumes/resume_8021.txt,"['javascript', 'management', 'tableau', 'numpy', 'hadoop', 'pytorch', 'scikit-learn']",7,634295.0,88.3,0.7949999999999999,1,Hr
2233,Tanya Smith,tanyasmith2233@example.com,35,F,2023-04-21,2.62,804420,0.748,3.89,0,nlp|management|pandas|python|communication|hadoop,MSc,Engineering,Intern,1,resumes/resume_2233.txt,"['nlp', 'management', 'pandas', 'python', 'communication', 'hadoop']",6,804420.0,31.4,0.7225,0,Engineering
994,Ethan Kelley,ethankelley994@example.com,26,F,2024-08-16,1.3,807980,0.451,4.52,0,management|excel|scikit-learn|hadoop|javascript|kubernetes|leadership|python,MBA,Support,Manager,0,resumes/resume_994.txt,"['management', 'excel', 'scikit-learn', 'hadoop', 'javascript', 'kubernetes', 'leadership', 'python']",8,807980.0,15.6,0.8799999999999999,0,Support
9413,Samuel Francis,samuelfrancis9413@example.com,35,F,2019-08-19,6.3,640345,0.125,4.47,1,react|numpy|spark|powerbi|scikit-learn,BSc,Finance,Intern,0,resumes/resume_9413.txt,"['react', 'numpy', 'spark', 'powerbi', 'scikit-learn']",5,640345.0,75.6,0.8674999999999999,1,Finance
7059,David Navarro,davidnavarro7059@example.com,25,Other,2023-01-30,2.84,482459,0.791,1.53,1,powerbi|scikit-learn|excel|javascript|react|docker|tensorflow|kubernetes,MSc,Hr,Analyst,0,resumes/resume_7059.txt,"['powerbi', 'scikit-learn', 'excel', 'javascript', 'react', 'docker', 'tensorflow', 'kubernetes']",8,482459.0,34.1,0.1325,0,Hr
6790,Mason Cole,masoncole6790@example.com,30,F,2025-09-23,0.19,467538,0.515,2.05,1,javascript|docker|communication|numpy|pytorch|leadership|react|powerbi,B.E,Support,Engineer,2,resumes/resume_6790.txt,"['javascript', 'docker', 'communication', 'numpy', 'pytorch', 'leadership', 'react', 'powerbi']",8,467538.0,2.3,0.26249999999999996,0,Support
361,Stephanie Fisher,stephaniefisher361@example.com,21,M,2021-01-26,4.85,885816,0.996,4.4,0,management|react|communication|nlp|sql|docker|leadership|aws,B.E,Engineering,Senior Engineer,1,resumes/resume_361.txt,"['management', 'react', 'communication', 'nlp', 'sql', 'docker', 'leadership', 'aws']",8,885816.0,58.2,0.8500000000000001,0,Engineering
305,Jacob Carson,jacobcarson305@example.com,33,F,2021-04-01,4.68,686103,0.839,2.93,0,powerbi|scikit-learn|numpy|pandas,MBA,Product,Intern,2,resumes/resume_305.txt,"['powerbi', 'scikit-learn', 'numpy', 'pandas']",4,686103.0,56.2,0.48250000000000004,0,Product
2628,Terry Washington,terrywashington2628@example.com,27,Other,2019-11-10,6.07,515325,0.624,4.31,0,sql|tableau|spark|management|pytorch,B.Tech,Sales,Senior Engineer,2,resumes/resume_2628.txt,"['sql', 'tableau', 'spark', 'management', 'pytorch']",5,515325.0,72.8,0.8274999999999999,0,Sales
8966,Ms. Sheila Jordan,ms.sheilajordan8966@example.com,35,F,2018-09-30,7.18,704353,0.548,3.67,1,aws|management|spark|excel|nlp,MSc,Engineering,Senior Engineer,1,resumes/resume_8966.txt,"['aws', 'management', 'spark', 'excel', 'nlp']",5,704353.0,86.2,0.6675,0,Engineering
4514,Mrs. Shannon Hall,mrs.shannonhall4514@example.com,31,Other,2023-11-16,2.05,530138,0.674,1.64,0,hadoop|communication|aws|nlp|powerbi,BSc,Finance,Manager,1,resumes/resume_4514.txt,"['hadoop', 'communication', 'aws', 'nlp', 'powerbi']",5,530138.0,24.6,0.15999999999999998,0,Finance
5911,Javier Mcdonald,javiermcdonald5911@example.com,34,M,2023-12-31,1.93,1009434,0.03,1.21,0,pandas|sql|communication|tableau,B.Tech,Engineering,Manager,1,resumes/resume_5911.txt,"['pandas', 'sql', 'communication', 'tableau']",4,1009434.0,23.2,0.05249999999999999,1,Engineering
8314,Kara Velazquez,karavelazquez8314@example.com,38,M,2025-08-29,0.26,717218,0.729,4.3,0,sql|pandas|docker|tensorflow|aws,BSc,Hr,Senior Engineer,0,resumes/resume_8314.txt,"['sql', 'pandas', 'docker', 'tensorflow', 'aws']",5,717218.0,3.1,0.825,0,Hr
3101,Philip Mahoney,philipmahoney3101@example.com,43,Other,2021-03-02,4.76,1166865,0.635,4.0,0,excel|sql|communication,B.Tech,Support,Senior Engineer,2,resumes/resume_3101.txt,"['excel', 'sql', 'communication']",3,1166865.0,57.1,0.75,0,Support
5704,William Martinez,williammartinez5704@example.com,28,M,2024-07-29,1.35,1082546,0.519,2.05,0,powerbi|hadoop|excel|numpy|tensorflow,MBA,Sales,Senior Engineer,0,resumes/resume_5704.txt,"['powerbi', 'hadoop', 'excel', 'numpy', 'tensorflow']",5,1082546.0,16.2,0.26249999999999996,0,Sales
3899,Leah Thompson,leahthompson3899@example.com,30,F,2022-01-22,3.87,241573,0.103,3.91,1,excel|react|sql|leadership|numpy|tableau|hadoop|python,MSc,Sales,Manager,0,resumes/resume_3899.txt,"['excel', 'react', 'sql', 'leadership', 'numpy', 'tableau', 'hadoop', 'python']",8,241573.0,46.4,0.7275,1,Sales
5441,Melanie Ross,melanieross5441@example.com,27,Other,2024-02-26,1.77,760650,0.468,1.13,1,nlp|kubernetes|react|powerbi,MBA,Product,Intern,2,resumes/resume_5441.txt,"['nlp', 'kubernetes', 'react', 'powerbi']",4,760650.0,21.2,0.03249999999999997,0,Product
7931,Brenda Wilson,brendawilson7931@example.com,27,Other,2025-03-16,0.72,197696,0.353,3.82,0,react|nlp|docker|tableau,B.Tech,Hr,Senior Engineer,0,resumes/resume_7931.txt,"['react', 'nlp', 'docker', 'tableau']",4,197696.0,8.6,0.705,1,Hr
622,Bruce Gibson,brucegibson622@example.com,26,F,2020-01-08,5.91,394014,0.844,2.63,1,javascript|react|aws|leadership|sql|tensorflow|python,M.Tech,Hr,Intern,1,resumes/resume_622.txt,"['javascript', 'react', 'aws', 'leadership', 'sql', 'tensorflow', 'python']",7,394014.0,70.9,0.4075,0,Hr
7236,Nancy Goodwin,nancygoodwin7236@example.com,21,M,2023-01-26,2.85,658871,0.851,3.25,0,tensorflow|scikit-learn|tableau|nlp|sql|leadership|kubernetes,MBA,Support,Senior Engineer,1,resumes/resume_7236.txt,"['tensorflow', 'scikit-learn', 'tableau', 'nlp', 'sql', 'leadership', 'kubernetes']",7,658871.0,34.2,0.5625,0,Support
2499,Stephen Levy,stephenlevy2499@example.com,34,F,2023-08-24,2.28,487983,0.96,3.7,0,nlp|excel|python|react|pandas|leadership|pytorch,B.Tech,Engineering,Manager,1,resumes/resume_2499.txt,"['nlp', 'excel', 'python', 'react', 'pandas', 'leadership', 'pytorch']",7,487983.0,27.4,0.675,0,Engineering
714,Allen Chandler,allenchandler714@example.com,28,M,2021-03-01,4.76,630796,0.55,2.04,0,docker|javascript|excel|nlp,BSc,Hr,Senior Engineer,2,resumes/resume_714.txt,"['docker', 'javascript', 'excel', 'nlp']",4,630796.0,57.1,0.26,0,Hr
8404,Wesley Waller,wesleywaller8404@example.com,35,M,2018-05-07,7.58,352392,0.601,2.55,1,powerbi|aws|leadership|spark|management|docker,B.E,Support,Engineer,2,resumes/resume_8404.txt,"['powerbi', 'aws', 'leadership', 'spark', 'management', 'docker']",6,352392.0,91.0,0.38749999999999996,0,Support
2856,Erin Gates,eringates2856@example.com,35,M,2022-07-12,3.4,799512,0.749,3.25,0,excel|nlp|numpy|scikit-learn|python|sql|tensorflow,BSc,Sales,Senior Engineer,1,resumes/resume_2856.txt,"['excel', 'nlp', 'numpy', 'scikit-learn', 'python', 'sql', 'tensorflow']",7,799512.0,40.8,0.5625,0,Sales
4270,Christopher Lester,christopherlester4270@example.com,28,M,2020-09-13,5.22,359489,0.451,3.16,1,pytorch|powerbi|python|management|hadoop|javascript|spark,B.Tech,Product,Senior Engineer,2,resumes/resume_4270.txt,"['pytorch', 'powerbi', 'python', 'management', 'hadoop', 'javascript', 'spark']",7,359489.0,62.6,0.54,0,Product
2909,Dr. Christopher Zimmerman,dr.christopherzimmerman2909@example.com,22,M,2018-03-18,7.72,633690,0.411,1.78,1,pandas|nlp|numpy,B.Tech,Finance,Analyst,2,resumes/resume_2909.txt,"['pandas', 'nlp', 'numpy']",3,633690.0,92.6,0.195,0,Finance
8081,Brittany Jones,brittanyjones8081@example.com,20,F,2019-08-29,6.27,891410,0.899,3.18,1,tableau|aws|tensorflow|kubernetes|react|excel|powerbi,MBA,Finance,Senior Engineer,1,resumes/resume_8081.txt,"['tableau', 'aws', 'tensorflow', 'kubernetes', 'react', 'excel', 'powerbi']",7,891410.0,75.2,0.545,0,Finance
4517,Carlos Alvarado,carlosalvarado4517@example.com,29,M,2024-08-08,1.32,798826,0.453,1.34,0,spark|pytorch|python|tableau|react,MSc,Hr,Intern,0,resumes/resume_4517.txt,"['spark', 'pytorch', 'python', 'tableau', 'react']",5,798826.0,15.8,0.08500000000000002,0,Hr
1262,Victoria Wells,victoriawells1262@example.com,35,Other,2018-03-24,7.7,820671,0.284,4.92,1,kubernetes|python|pytorch|docker|aws|leadership|excel|spark,B.Tech,Finance,Intern,0,resumes/resume_1262.txt,"['kubernetes', 'python', 'pytorch', 'docker', 'aws', 'leadership', 'excel', 'spark']",8,820671.0,92.4,0.98,1,Finance
3161,Dominique Flores,dominiqueflores3161@example.com,27,M,2025-10-05,0.16,1026518,0.87,4.78,1,python|aws|excel|pytorch|sql|kubernetes,MSc,Hr,Analyst,0,resumes/resume_3161.txt,"['python', 'aws', 'excel', 'pytorch', 'sql', 'kubernetes']",6,1026518.0,1.9,0.9450000000000001,0,Hr
971,Jennifer Mcdonald,jennifermcdonald971@example.com,31,Other,2025-08-30,0.26,614201,0.805,1.51,0,nlp|tensorflow|python|pytorch|communication|numpy,MSc,Engineering,Manager,1,resumes/resume_971.txt,"['nlp', 'tensorflow', 'python', 'pytorch', 'communication', 'numpy']",6,614201.0,3.1,0.1275,0,Engineering
3913,Melissa Clark,melissaclark3913@example.com,29,F,2020-09-19,5.21,644767,0.576,2.56,0,scikit-learn|tensorflow|tableau|aws|powerbi|management|leadership|excel,B.Tech,Engineering,Engineer,2,resumes/resume_3913.txt,"['scikit-learn', 'tensorflow', 'tableau', 'aws', 'powerbi', 'management', 'leadership', 'excel']",8,644767.0,62.5,0.39,0,Engineering
5199,David Cox,davidcox5199@example.com,28,M,2024-08-16,1.3,232567,0.992,1.93,0,nlp|leadership|react,MBA,Sales,Engineer,0,resumes/resume_5199.txt,"['nlp', 'leadership', 'react']",3,232567.0,15.6,0.23249999999999998,0,Sales
8847,Shaun Thompson,shaunthompson8847@example.com,34,Other,2021-07-24,4.36,520625,0.911,2.84,0,pytorch|aws|sql|management|javascript|docker|tableau,M.Tech,Support,Engineer,0,resumes/resume_8847.txt,"['pytorch', 'aws', 'sql', 'management', 'javascript', 'docker', 'tableau']",7,520625.0,52.3,0.45999999999999996,0,Support
260,Jeremy Garcia,jeremygarcia260@example.com,20,M,2025-06-15,0.47,835840,0.361,2.71,1,hadoop|spark|react|pytorch|pandas|python|leadership|excel,BSc,Finance,Engineer,1,resumes/resume_260.txt,"['hadoop', 'spark', 'react', 'pytorch', 'pandas', 'python', 'leadership', 'excel']",8,835840.0,5.6,0.4275,1,Finance
3791,Cristina Hughes,cristinahughes3791@example.com,29,Other,2024-10-05,1.16,1041081,0.858,3.59,0,python|communication|react|sql|nlp|kubernetes|numpy,MSc,Product,Manager,1,resumes/resume_3791.txt,"['python', 'communication', 'react', 'sql', 'nlp', 'kubernetes', 'numpy']",7,1041081.0,13.9,0.6475,0,Product
9203,Jocelyn Anderson,jocelynanderson9203@example.com,37,F,2019-09-03,6.25,732778,0.156,3.68,0,kubernetes|powerbi|tableau|numpy,MSc,Finance,Senior Engineer,2,resumes/resume_9203.txt,"['kubernetes', 'powerbi', 'tableau', 'numpy']",4,732778.0,75.0,0.67,1,Finance
488,Wendy Wright,wendywright488@example.com,27,M,2023-03-18,2.72,150000,0.852,2.83,1,tensorflow|communication|scikit-learn|powerbi|hadoop,B.Tech,Hr,Intern,1,resumes/resume_488.txt,"['tensorflow', 'communication', 'scikit-learn', 'powerbi', 'hadoop']",5,150000.0,32.6,0.4575,0,Hr
7908,Brett Hooper,bretthooper7908@example.com,41,M,2022-11-19,3.04,284982,0.486,1.97,0,scikit-learn|sql|pandas|management|aws|spark|pytorch,MBA,Finance,Senior Engineer,0,resumes/resume_7908.txt,"['scikit-learn', 'sql', 'pandas', 'management', 'aws', 'spark', 'pytorch']",7,284982.0,36.5,0.2425,0,Finance
519,Bethany Liu,bethanyliu519@example.com,31,M,2019-11-15,6.05,961774,0.307,1.84,0,pandas|excel|python|react|kubernetes|sql,B.E,Engineering,Engineer,2,resumes/resume_519.txt,"['pandas', 'excel', 'python', 'react', 'kubernetes', 'sql']",6,961774.0,72.6,0.21000000000000002,1,Engineering
8343,Angela Sanchez,angelasanchez8343@example.com,26,F,2021-12-18,3.96,829250,0.355,1.03,0,numpy|pandas|docker|spark|pytorch|management|javascript,B.E,Product,Analyst,1,resumes/resume_8343.txt,"['numpy', 'pandas', 'docker', 'spark', 'pytorch', 'management', 'javascript']",7,829250.0,47.5,0.007500000000000007,1,Product
312,James Hahn,jameshahn312@example.com,39,Other,2023-04-23,2.62,572196,0.869,4.44,0,hadoop|aws|powerbi|tableau,BSc,Support,Senior Engineer,2,resumes/resume_312.txt,"['hadoop', 'aws', 'powerbi', 'tableau']",4,572196.0,31.4,0.8600000000000001,0,Support
3232,Andrew Chen,andrewchen3232@example.com,22,F,2021-03-11,4.73,902278,0.034,2.29,0,pandas|pytorch|react,BSc,Engineering,Senior Engineer,2,resumes/resume_3232.txt,"['pandas', 'pytorch', 'react']",3,902278.0,56.8,0.3225,1,Engineering
7933,Christopher Wolf,christopherwolf7933@example.com,31,F,2021-10-09,4.15,722307,0.836,1.48,1,pandas|javascript|tensorflow|management|tableau,MBA,Sales,Manager,1,resumes/resume_7933.txt,"['pandas', 'javascript', 'tensorflow', 'management', 'tableau']",5,722307.0,49.8,0.12,0,Sales
7458,Danielle Brown,daniellebrown7458@example.com,35,Other,2021-04-08,4.66,1164397,0.26,1.74,0,react|numpy|hadoop|kubernetes|management|excel|aws,B.Tech,Product,Manager,0,resumes/resume_7458.txt,"['react', 'numpy', 'hadoop', 'kubernetes', 'management', 'excel', 'aws']",7,1164397.0,55.9,0.185,1,Product
9784,Jennifer Phillips,jenniferphillips9784@example.com,30,F,2024-12-28,0.93,761060,0.45,2.97,0,scikit-learn|python|communication|tensorflow|pandas|nlp|aws,MBA,Engineering,Manager,0,resumes/resume_9784.txt,"['scikit-learn', 'python', 'communication', 'tensorflow', 'pandas', 'nlp', 'aws']",7,761060.0,11.2,0.49250000000000005,0,Engineering
5184,Amber Jones,amberjones5184@example.com,21,M,2018-04-27,7.61,1141206,0.755,4.3,0,pytorch|hadoop|react,B.E,Sales,Senior Engineer,1,resumes/resume_5184.txt,"['pytorch', 'hadoop', 'react']",3,1141206.0,91.3,0.825,0,Sales
8077,Matthew Clark,matthewclark8077@example.com,37,F,2018-01-23,7.87,506493,0.749,4.97,0,tensorflow|react|pandas|scikit-learn|powerbi|hadoop|kubernetes|tableau,BSc,Product,Senior Engineer,2,resumes/resume_8077.txt,"['tensorflow', 'react', 'pandas', 'scikit-learn', 'powerbi', 'hadoop', 'kubernetes', 'tableau']",8,506493.0,94.4,0.9924999999999999,0,Product
6502,Nancy Miller,nancymiller6502@example.com,29,Other,2019-02-15,6.8,478333,0.653,2.51,0,excel|kubernetes|powerbi|leadership,MBA,Engineering,Intern,0,resumes/resume_6502.txt,"['excel', 'kubernetes', 'powerbi', 'leadership']",4,478333.0,81.6,0.37749999999999995,0,Engineering
6791,Susan Young,susanyoung6791@example.com,20,M,2024-02-23,1.78,1037386,0.299,2.86,1,sql|spark|excel|numpy|aws|javascript|pandas,MBA,Product,Intern,0,resumes/resume_6791.txt,"['sql', 'spark', 'excel', 'numpy', 'aws', 'javascript', 'pandas']",7,1037386.0,21.4,0.46499999999999997,1,Product
7773,Kelly Moses,kellymoses7773@example.com,29,F,2020-11-30,5.01,697729,0.435,4.94,0,pandas|sql|management,B.Tech,Hr,Intern,0,resumes/resume_7773.txt,"['pandas', 'sql', 'management']",3,697729.0,60.1,0.9850000000000001,0,Hr
2738,Scott Williams,scottwilliams2738@example.com,28,M,2020-09-05,5.25,695051,0.97,3.51,0,tableau|kubernetes|leadership|python|react|sql,M.Tech,Sales,Senior Engineer,1,resumes/resume_2738.txt,"['tableau', 'kubernetes', 'leadership', 'python', 'react', 'sql']",6,695051.0,63.0,0.6275,0,Sales
7842,Deborah Phillips,deborahphillips7842@example.com,36,M,2022-02-17,3.79,760775,0.722,2.74,0,numpy|tensorflow|aws|powerbi|excel|spark|scikit-learn,B.E,Sales,Analyst,1,resumes/resume_7842.txt,"['numpy', 'tensorflow', 'aws', 'powerbi', 'excel', 'spark', 'scikit-learn']",7,760775.0,45.5,0.43500000000000005,0,Sales
6262,David Williams,davidwilliams6262@example.com,25,M,2019-11-18,6.05,863342,0.829,2.03,0,javascript|nlp|leadership,B.Tech,Engineering,Manager,1,resumes/resume_6262.txt,"['javascript', 'nlp', 'leadership']",3,863342.0,72.6,0.25749999999999995,0,Engineering
8206,Manuel Martin,manuelmartin8206@example.com,42,F,2020-01-22,5.87,260178,0.442,2.76,0,excel|python|javascript,B.E,Product,Manager,0,resumes/resume_8206.txt,"['excel', 'python', 'javascript']",3,260178.0,70.4,0.43999999999999995,0,Product
1248,Wanda Myers,wandamyers1248@example.com,28,M,2024-11-22,1.03,630059,0.991,2.48,1,scikit-learn|powerbi|docker|sql|tableau,BSc,Hr,Engineer,1,resumes/resume_1248.txt,"['scikit-learn', 'powerbi', 'docker', 'sql', 'tableau']",5,630059.0,12.4,0.37,0,Hr
9336,Christine Baker,christinebaker9336@example.com,37,F,2018-06-16,7.47,612452,0.04,4.94,0,management|aws|docker|react|numpy|javascript,MBA,Support,Engineer,2,resumes/resume_9336.txt,"['management', 'aws', 'docker', 'react', 'numpy', 'javascript']",6,612452.0,89.6,0.9850000000000001,1,Support
4195,Kimberly Roberts,kimberlyroberts4195@example.com,32,Other,2018-06-23,7.45,670706,0.648,1.41,1,docker|pandas|nlp|scikit-learn|sql|react,B.Tech,Sales,Engineer,2,resumes/resume_4195.txt,"['docker', 'pandas', 'nlp', 'scikit-learn', 'sql', 'react']",6,670706.0,89.4,0.10249999999999998,0,Sales
8001,Kathleen Vargas,kathleenvargas8001@example.com,24,M,2019-02-14,6.81,584375,0.13,4.43,1,scikit-learn|docker|nlp|python,B.Tech,Product,Engineer,1,resumes/resume_8001.txt,"['scikit-learn', 'docker', 'nlp', 'python']",4,584375.0,81.7,0.8574999999999999,1,Product
7378,Dylan Young,dylanyoung7378@example.com,33,M,2022-03-28,3.69,496744,0.164,1.57,0,tableau|python|spark|docker,M.Tech,Finance,Analyst,1,resumes/resume_7378.txt,"['tableau', 'python', 'spark', 'docker']",4,496744.0,44.3,0.14250000000000002,1,Finance
3435,Robert Hawkins,roberthawkins3435@example.com,32,F,2020-05-18,5.55,866656,0.096,2.91,1,spark|nlp|scikit-learn|python,MBA,Hr,Engineer,2,resumes/resume_3435.txt,"['spark', 'nlp', 'scikit-learn', 'python']",4,866656.0,66.6,0.47750000000000004,1,Hr
5382,Natasha Crosby,natashacrosby5382@example.com,39,M,2017-12-12,7.98,933223,0.84,3.9,0,python|numpy|pytorch|sql|leadership,BSc,Support,Engineer,0,resumes/resume_5382.txt,"['python', 'numpy', 'pytorch', 'sql', 'leadership']",5,933223.0,95.8,0.725,0,Support
959,James Bass,jamesbass959@example.com,28,F,2022-12-17,2.96,581977,0.607,4.4,1,pytorch|pandas|powerbi|communication,B.E,Sales,Analyst,2,resumes/resume_959.txt,"['pytorch', 'pandas', 'powerbi', 'communication']",4,581977.0,35.5,0.8500000000000001,0,Sales
417,John Johnson,johnjohnson417@example.com,29,F,2020-04-02,5.67,758553,0.613,1.22,0,javascript|hadoop|excel|leadership,B.Tech,Sales,Intern,2,resumes/resume_417.txt,"['javascript', 'hadoop', 'excel', 'leadership']",4,758553.0,68.0,0.05499999999999999,0,Sales
5742,Kirk Cervantes,kirkcervantes5742@example.com,26,Other,2020-04-17,5.63,694151,0.183,1.68,0,numpy|sql|python|scikit-learn|management,M.Tech,Hr,Intern,0,resumes/resume_5742.txt,"['numpy', 'sql', 'python', 'scikit-learn', 'management']",5,694151.0,67.6,0.16999999999999998,1,Hr
6728,Jason Cardenas,jasoncardenas6728@example.com,24,F,2020-11-06,5.08,706871,0.777,2.49,0,react|powerbi|communication,MBA,Sales,Senior Engineer,2,resumes/resume_6728.txt,"['react', 'powerbi', 'communication']",3,706871.0,61.0,0.37250000000000005,0,Sales
4382,Caroline Robles,carolinerobles4382@example.com,29,Other,2020-12-09,4.99,586207,0.051,4.93,0,scikit-learn|python|react|leadership|spark|hadoop|excel,B.Tech,Support,Senior Engineer,1,resumes/resume_4382.txt,"['scikit-learn', 'python', 'react', 'leadership', 'spark', 'hadoop', 'excel']",7,586207.0,59.9,0.9824999999999999,1,Support
5197,David Lewis,davidlewis5197@example.com,34,Other,2020-04-07,5.66,485150,0.424,4.61,1,react|python|excel|numpy|docker,BSc,Engineering,Manager,1,resumes/resume_5197.txt,"['react', 'python', 'excel', 'numpy', 'docker']",5,485150.0,67.9,0.9025000000000001,0,Engineering
1113,Jerry Johnson,jerryjohnson1113@example.com,38,F,2025-05-16,0.55,549894,0.805,3.97,0,powerbi|communication|pytorch|spark,M.Tech,Hr,Engineer,2,resumes/resume_1113.txt,"['powerbi', 'communication', 'pytorch', 'spark']",4,549894.0,6.6,0.7425,0,Hr
2689,James Watts,jameswatts2689@example.com,33,F,2025-01-08,0.9,560717,0.529,2.82,0,sql|aws|pandas|react|tensorflow,BSc,Support,Senior Engineer,0,resumes/resume_2689.txt,"['sql', 'aws', 'pandas', 'react', 'tensorflow']",5,560717.0,10.8,0.45499999999999996,0,Support
6473,Sarah Sutton,sarahsutton6473@example.com,34,M,2021-04-24,4.61,456458,0.046,1.42,1,python|leadership|react|nlp|aws,B.Tech,Sales,Senior Engineer,1,resumes/resume_6473.txt,"['python', 'leadership', 'react', 'nlp', 'aws']",5,456458.0,55.3,0.10499999999999998,1,Sales
8820,Thomas Austin,thomasaustin8820@example.com,36,M,2022-02-07,3.82,614595,0.7,1.45,0,react|excel|hadoop,MSc,Product,Manager,0,resumes/resume_8820.txt,"['react', 'excel', 'hadoop']",3,614595.0,45.8,0.11249999999999999,0,Product
7808,Krystal Ross,krystalross7808@example.com,27,M,2019-11-06,6.08,922602,0.028,2.5,1,kubernetes|leadership|tensorflow|nlp,B.E,Sales,Engineer,2,resumes/resume_7808.txt,"['kubernetes', 'leadership', 'tensorflow', 'nlp']",4,922602.0,73.0,0.375,1,Sales
3411,Julie Fernandez,juliefernandez3411@example.com,24,Other,2019-06-17,6.47,839284,0.971,4.04,0,hadoop|nlp|pytorch|tableau,M.Tech,Engineering,Intern,2,resumes/resume_3411.txt,"['hadoop', 'nlp', 'pytorch', 'tableau']",4,839284.0,77.6,0.76,0,Engineering
81,Monica Garcia,monicagarcia81@example.com,36,F,2022-02-28,3.76,494829,0.963,1.56,0,docker|tableau|aws|excel|hadoop|python|numpy|nlp,B.Tech,Hr,Manager,2,resumes/resume_81.txt,"['docker', 'tableau', 'aws', 'excel', 'hadoop', 'python', 'numpy', 'nlp']",8,494829.0,45.1,0.14,0,Hr
4614,Nicole Dean,nicoledean4614@example.com,20,F,2021-05-08,4.58,704886,0.524,2.75,0,pytorch|numpy|python|javascript|excel|leadership,B.Tech,Hr,Intern,1,resumes/resume_4614.txt,"['pytorch', 'numpy', 'python', 'javascript', 'excel', 'leadership']",6,704886.0,55.0,0.4375,0,Hr
1374,Samuel Johnson,samueljohnson1374@example.com,32,Other,2019-04-12,6.65,648882,0.67,2.59,0,spark|kubernetes|communication,MSc,Hr,Analyst,2,resumes/resume_1374.txt,"['spark', 'kubernetes', 'communication']",3,648882.0,79.8,0.39749999999999996,0,Hr
1510,Sean White,seanwhite1510@example.com,37,Other,2020-05-21,5.54,584209,0.622,3.59,0,hadoop|pytorch|powerbi|communication,B.E,Engineering,Intern,0,resumes/resume_1510.txt,"['hadoop', 'pytorch', 'powerbi', 'communication']",4,584209.0,66.5,0.6475,0,Engineering
6443,Elizabeth Fuller,elizabethfuller6443@example.com,32,F,2018-05-10,7.57,702912,0.538,2.33,0,nlp|kubernetes|communication|pytorch|leadership,MSc,Support,Analyst,2,resumes/resume_6443.txt,"['nlp', 'kubernetes', 'communication', 'pytorch', 'leadership']",5,702912.0,90.8,0.3325,0,Support
3071,Nicholas Bennett,nicholasbennett3071@example.com,29,M,2024-12-13,0.97,870831,0.094,1.54,0,sql|kubernetes|docker|javascript|spark|powerbi|scikit-learn|numpy,BSc,Engineering,Manager,0,resumes/resume_3071.txt,"['sql', 'kubernetes', 'docker', 'javascript', 'spark', 'powerbi', 'scikit-learn', 'numpy']",8,870831.0,11.6,0.135,1,Engineering
